|dates|VanBuren_Michigan_UnitedStates.JHU_ConfirmedCases.data|VanBuren_Michigan_UnitedStates.JHU_ConfirmedCases.missing|VanBuren_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|VanBuren_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|VanBuren_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|VanBuren_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|131.0|0|6.0|0|0.0|0
0|2020-05-28|131.0|0|6.0|0|0.0|0
0|2020-05-29|131.0|0|6.0|0|0.0|0
0|2020-05-30|131.0|0|6.0|0|0.0|0
