|dates|Lyon_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Lyon_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|36.0|0|0.0|0|0.0|0
0|2020-05-28|36.0|0|0.0|0|0.0|0
0|2020-05-29|36.0|0|0.0|0|0.0|0
0|2020-05-30|36.0|0|0.0|0|0.0|0
