|dates|Dorchester_Maryland_UnitedStates.JHU_ConfirmedCases.data|Dorchester_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Dorchester_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Dorchester_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Dorchester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Dorchester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|133.0|0|3.0|0|0.0|0
0|2020-05-28|133.0|0|3.0|0|0.0|0
0|2020-05-29|133.0|0|3.0|0|0.0|0
0|2020-05-30|133.0|0|3.0|0|0.0|0
