|dates|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
