|dates|Hardin_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hardin_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|72.0|0|2.0|0|0.0|0
0|2020-05-15|71.0|0|2.0|0|0.0|0
0|2020-05-16|71.0|0|2.0|0|0.0|0
