|dates|Eddy_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Eddy_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Eddy_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Eddy_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Eddy_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Eddy_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|18.0|0|1.0|0|0.0|0
0|2020-05-25|19.0|0|1.0|0|0.0|0
0|2020-05-26|19.0|0|1.0|0|0.0|0
