|dates|Jackson_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Jackson_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|0.0|0|0.0|0
0|2020-05-18|36.0|0|0.0|0|0.0|0
0|2020-05-19|36.0|0|0.0|0|0.0|0
0|2020-05-20|36.0|0|0.0|0|0.0|0
0|2020-05-21|36.0|0|0.0|0|0.0|0
0|2020-05-22|37.0|0|0.0|0|0.0|0
0|2020-05-23|37.0|0|0.0|0|0.0|0
