|dates|Ionia_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ionia_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ionia_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ionia_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ionia_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ionia_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|143.0|0|3.0|0|0.0|0
0|2020-05-25|143.0|0|3.0|0|0.0|0
0|2020-05-26|143.0|0|3.0|0|0.0|0
