|dates|Putnam_Illinois_UnitedStates.JHU_ConfirmedCases.data|Putnam_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|65889.0|0|2834.0|0|0.0|0
0|2020-05-25|65889.0|0|2834.0|0|0.0|0
0|2020-05-26|65889.0|0|2834.0|0|0.0|0
