|dates|Wheeler_Georgia_UnitedStates.JHU_ConfirmedCases.data|Wheeler_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Wheeler_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Wheeler_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Wheeler_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Wheeler_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
