|dates|Brooks_Texas_UnitedStates.JHU_ConfirmedCases.data|Brooks_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brooks_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brooks_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brooks_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brooks_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
