|dates|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14.0|0|0.0|0|0.0|0
0|2020-05-18|14.0|0|0.0|0|0.0|0
0|2020-05-19|15.0|0|1.0|0|0.0|0
0|2020-05-20|17.0|0|2.0|0|0.0|0
0|2020-05-21|16.0|0|2.0|0|0.0|0
0|2020-05-22|16.0|0|2.0|0|0.0|0
0|2020-05-23|16.0|0|2.0|0|0.0|0
