|dates|Marion_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Marion_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Marion_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Marion_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|48.0|0|2.0|0|0.0|0
0|2020-05-18|48.0|0|2.0|0|0.0|0
0|2020-05-19|48.0|0|2.0|0|0.0|0
0|2020-05-20|48.0|0|2.0|0|0.0|0
0|2020-05-21|48.0|0|2.0|0|0.0|0
0|2020-05-22|48.0|0|2.0|0|0.0|0
0|2020-05-23|48.0|0|2.0|0|0.0|0
