|dates|Morrison_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Morrison_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Morrison_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Morrison_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Morrison_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Morrison_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|40.0|0|0.0|0|0.0|0
0|2020-05-28|40.0|0|0.0|0|0.0|0
0|2020-05-29|40.0|0|0.0|0|0.0|0
0|2020-05-30|40.0|0|0.0|0|0.0|0
