|dates|DeKalb_Illinois_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Illinois_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|251.0|0|2.0|0|0.0|0
0|2020-05-18|262.0|0|2.0|0|0.0|0
0|2020-05-19|268.0|0|4.0|0|0.0|0
0|2020-05-20|276.0|0|3.0|0|0.0|0
0|2020-05-21|287.0|0|3.0|0|0.0|0
0|2020-05-22|299.0|0|3.0|0|0.0|0
0|2020-05-23|299.0|0|3.0|0|0.0|0
