|dates|Polk_Iowa_UnitedStates.JHU_ConfirmedCases.data|Polk_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Polk_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3876.0|0|115.0|0|0.0|0
0|2020-05-28|3876.0|0|115.0|0|0.0|0
0|2020-05-29|3876.0|0|115.0|0|0.0|0
0|2020-05-30|3876.0|0|115.0|0|0.0|0
