|dates|Woodbury_Iowa_UnitedStates.JHU_ConfirmedCases.data|Woodbury_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Woodbury_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Woodbury_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Woodbury_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Woodbury_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2215.0|0|16.0|0|0.0|0
0|2020-05-18|2278.0|0|17.0|0|0.0|0
0|2020-05-19|2342.0|0|17.0|0|0.0|0
0|2020-05-20|2362.0|0|21.0|0|0.0|0
0|2020-05-21|2448.0|0|23.0|0|0.0|0
0|2020-05-22|2469.0|0|23.0|0|0.0|0
0|2020-05-23|2469.0|0|23.0|0|0.0|0
