|dates|Coffee_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Coffee_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Coffee_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Coffee_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Coffee_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Coffee_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|60.0|0|0.0|0|0.0|0
0|2020-05-18|61.0|0|0.0|0|0.0|0
0|2020-05-19|63.0|0|0.0|0|0.0|0
0|2020-05-20|63.0|0|0.0|0|0.0|0
0|2020-05-21|63.0|0|0.0|0|0.0|0
0|2020-05-22|64.0|0|0.0|0|0.0|0
0|2020-05-23|64.0|0|0.0|0|0.0|0
