|dates|Summit_Utah_UnitedStates.JHU_ConfirmedCases.data|Summit_Utah_UnitedStates.JHU_ConfirmedCases.missing|Summit_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Summit_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Summit_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Summit_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|407.0|0|0.0|0|0.0|0
0|2020-05-28|407.0|0|0.0|0|0.0|0
0|2020-05-29|407.0|0|0.0|0|0.0|0
0|2020-05-30|407.0|0|0.0|0|0.0|0
