|dates|Grenada_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Grenada_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Grenada_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Grenada_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Grenada_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Grenada_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|59.0|0|2.0|0|0.0|0
0|2020-05-18|60.0|0|2.0|0|0.0|0
0|2020-05-19|60.0|0|2.0|0|0.0|0
0|2020-05-20|63.0|0|2.0|0|0.0|0
0|2020-05-21|66.0|0|2.0|0|0.0|0
0|2020-05-22|68.0|0|2.0|0|0.0|0
0|2020-05-23|68.0|0|2.0|0|0.0|0
