|dates|Augusta_Virginia_UnitedStates.JHU_ConfirmedCases.data|Augusta_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Augusta_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Augusta_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Augusta_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Augusta_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|102.0|0|1.0|0|0.0|0
0|2020-05-28|102.0|0|1.0|0|0.0|0
0|2020-05-29|102.0|0|1.0|0|0.0|0
0|2020-05-30|102.0|0|1.0|0|0.0|0
