|dates|Lowndes_Georgia_UnitedStates.JHU_ConfirmedCases.data|Lowndes_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Lowndes_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Lowndes_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Lowndes_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Lowndes_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|245.0|0|4.0|0|0.0|0
0|2020-05-25|250.0|0|4.0|0|0.0|0
0|2020-05-26|250.0|0|4.0|0|0.0|0
