|dates|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Chickasaw_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|115.0|0|12.0|0|0.0|0
0|2020-05-18|116.0|0|12.0|0|0.0|0
0|2020-05-19|116.0|0|12.0|0|0.0|0
0|2020-05-20|117.0|0|12.0|0|0.0|0
0|2020-05-21|122.0|0|12.0|0|0.0|0
0|2020-05-22|125.0|0|12.0|0|0.0|0
0|2020-05-23|125.0|0|12.0|0|0.0|0
