|dates|Jackson_Michigan_UnitedStates.JHU_ConfirmedCases.data|Jackson_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|436.0|0|26.0|0|0.0|0
0|2020-05-25|438.0|0|26.0|0|0.0|0
0|2020-05-26|438.0|0|26.0|0|0.0|0
