|dates|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|955.0|0|8.0|0|0.0|0
0|2020-05-18|965.0|0|8.0|0|0.0|0
0|2020-05-19|965.0|0|8.0|0|0.0|0
0|2020-05-20|966.0|0|8.0|0|0.0|0
0|2020-05-21|966.0|0|8.0|0|0.0|0
0|2020-05-22|966.0|0|8.0|0|0.0|0
0|2020-05-23|966.0|0|8.0|0|0.0|0
