|dates|Gulf_Florida_UnitedStates.JHU_ConfirmedCases.data|Gulf_Florida_UnitedStates.JHU_ConfirmedCases.missing|Gulf_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Gulf_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Gulf_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Gulf_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
