|dates|Garrard_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Garrard_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Garrard_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Garrard_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Garrard_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Garrard_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
