|dates|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedCases.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedCases.missing|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|3505.0|0|192.0|0|0.0|0
0|2020-05-15|3606.0|0|192.0|0|0.0|0
0|2020-05-16|3606.0|0|192.0|0|0.0|0
