|dates|Multnomah_Oregon_UnitedStates.JHU_ConfirmedCases.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Multnomah_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Multnomah_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1093.0|0|58.0|0|0.0|0
0|2020-05-28|1093.0|0|58.0|0|0.0|0
0|2020-05-29|1093.0|0|58.0|0|0.0|0
0|2020-05-30|1093.0|0|58.0|0|0.0|0
