|dates|Winston_Alabama_UnitedStates.JHU_ConfirmedCases.data|Winston_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Winston_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Winston_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Winston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Winston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|62.0|0|0.0|0|0.0|0
0|2020-05-25|67.0|0|0.0|0|0.0|0
0|2020-05-26|67.0|0|0.0|0|0.0|0
