|dates|Logan_Kansas_UnitedStates.JHU_ConfirmedCases.data|Logan_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Logan_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5648.0|0|161.0|0|0.0|0
0|2020-05-28|5648.0|0|161.0|0|0.0|0
0|2020-05-29|5648.0|0|161.0|0|0.0|0
0|2020-05-30|5648.0|0|161.0|0|0.0|0
