|dates|KansasCity_Missouri_UnitedStates.JHU_ConfirmedCases.data|KansasCity_Missouri_UnitedStates.JHU_ConfirmedCases.missing|KansasCity_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|KansasCity_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|KansasCity_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|KansasCity_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|895.0|0|19.0|0|0.0|0
0|2020-05-18|901.0|0|20.0|0|0.0|0
0|2020-05-19|902.0|0|21.0|0|0.0|0
0|2020-05-20|924.0|0|23.0|0|0.0|0
0|2020-05-21|927.0|0|23.0|0|0.0|0
0|2020-05-22|967.0|0|24.0|0|0.0|0
0|2020-05-23|967.0|0|24.0|0|0.0|0
