|dates|Boyd_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Boyd_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Boyd_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Boyd_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Boyd_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Boyd_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6373.0|0|78.0|0|0.0|0
0|2020-05-18|6373.0|0|78.0|0|0.0|0
0|2020-05-19|6373.0|0|78.0|0|0.0|0
0|2020-05-20|6373.0|0|78.0|0|0.0|0
0|2020-05-21|6373.0|0|78.0|0|0.0|0
0|2020-05-22|6373.0|0|78.0|0|0.0|0
0|2020-05-23|6373.0|0|78.0|0|0.0|0
