|dates|Stark_Ohio_UnitedStates.JHU_ConfirmedCases.data|Stark_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Stark_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Stark_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Stark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Stark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|558.0|0|74.0|0|0.0|0
0|2020-05-18|595.0|0|77.0|0|0.0|0
0|2020-05-19|610.0|0|79.0|0|0.0|0
0|2020-05-20|620.0|0|79.0|0|0.0|0
0|2020-05-21|642.0|0|79.0|0|0.0|0
0|2020-05-22|655.0|0|80.0|0|0.0|0
0|2020-05-23|655.0|0|80.0|0|0.0|0
