|dates|Coconino_Arizona_UnitedStates.JHU_ConfirmedCases.data|Coconino_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Coconino_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Coconino_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Coconino_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Coconino_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|866.0|0|64.0|0|0.0|0
0|2020-05-18|901.0|0|65.0|0|0.0|0
0|2020-05-19|943.0|0|66.0|0|0.0|0
0|2020-05-20|961.0|0|68.0|0|0.0|0
0|2020-05-21|972.0|0|69.0|0|0.0|0
0|2020-05-22|979.0|0|69.0|0|0.0|0
0|2020-05-23|979.0|0|69.0|0|0.0|0
