|dates|Tift_Georgia_UnitedStates.JHU_ConfirmedCases.data|Tift_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Tift_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Tift_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Tift_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Tift_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|219.0|0|14.0|0|0.0|0
0|2020-05-25|228.0|0|15.0|0|0.0|0
0|2020-05-26|228.0|0|15.0|0|0.0|0
