|dates|Fallon_Montana_UnitedStates.JHU_ConfirmedCases.data|Fallon_Montana_UnitedStates.JHU_ConfirmedCases.missing|Fallon_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Fallon_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Fallon_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Fallon_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|456.0|0|16.0|0|0.0|0
0|2020-05-18|456.0|0|16.0|0|0.0|0
0|2020-05-19|456.0|0|16.0|0|0.0|0
0|2020-05-20|456.0|0|16.0|0|0.0|0
0|2020-05-21|456.0|0|16.0|0|0.0|0
0|2020-05-22|456.0|0|16.0|0|0.0|0
0|2020-05-23|456.0|0|16.0|0|0.0|0
