|dates|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|516.0|0|26.0|0|0.0|0
0|2020-05-18|518.0|0|27.0|0|0.0|0
0|2020-05-19|516.0|0|28.0|0|0.0|0
0|2020-05-20|519.0|0|29.0|0|0.0|0
0|2020-05-21|525.0|0|29.0|0|0.0|0
0|2020-05-22|537.0|0|29.0|0|0.0|0
0|2020-05-23|537.0|0|29.0|0|0.0|0
