|dates|Chippewa_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Chippewa_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Chippewa_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Chippewa_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Chippewa_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Chippewa_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|39.0|0|0.0|0|0.0|0
0|2020-05-18|41.0|0|0.0|0|0.0|0
0|2020-05-19|42.0|0|0.0|0|0.0|0
0|2020-05-20|43.0|0|0.0|0|0.0|0
0|2020-05-21|45.0|0|0.0|0|0.0|0
0|2020-05-22|46.0|0|0.0|0|0.0|0
0|2020-05-23|46.0|0|0.0|0|0.0|0
