|dates|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|415.0|0|11.0|0|0.0|0
0|2020-05-18|415.0|0|11.0|0|0.0|0
0|2020-05-19|415.0|0|11.0|0|0.0|0
0|2020-05-20|416.0|0|11.0|0|0.0|0
0|2020-05-21|416.0|0|11.0|0|0.0|0
0|2020-05-22|414.0|0|11.0|0|0.0|0
0|2020-05-23|414.0|0|11.0|0|0.0|0
