|dates|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|815.0|0|57.0|0|0.0|0
0|2020-05-28|815.0|0|57.0|0|0.0|0
0|2020-05-29|815.0|0|57.0|0|0.0|0
0|2020-05-30|815.0|0|57.0|0|0.0|0
