|dates|Maury_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Maury_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Maury_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Maury_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Maury_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Maury_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|63.0|0|0.0|0|0.0|0
0|2020-05-18|68.0|0|0.0|0|0.0|0
0|2020-05-19|71.0|0|0.0|0|0.0|0
0|2020-05-20|71.0|0|0.0|0|0.0|0
0|2020-05-21|74.0|0|0.0|0|0.0|0
0|2020-05-22|78.0|0|0.0|0|0.0|0
0|2020-05-23|78.0|0|0.0|0|0.0|0
