|dates|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
