|dates|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7164.0|0|480.0|0|0.0|0
0|2020-05-15|7224.0|0|495.0|0|0.0|0
0|2020-05-16|7224.0|0|495.0|0|0.0|0
