|dates|SanJuan_Utah_UnitedStates.JHU_ConfirmedCases.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_Utah_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|198.0|0|4.0|0|0.0|0
0|2020-05-18|227.0|0|4.0|0|0.0|0
0|2020-05-19|238.0|0|4.0|0|0.0|0
0|2020-05-20|246.0|0|4.0|0|0.0|0
0|2020-05-21|251.0|0|4.0|0|0.0|0
0|2020-05-22|254.0|0|4.0|0|0.0|0
0|2020-05-23|254.0|0|4.0|0|0.0|0
