|dates|Cache_Utah_UnitedStates.JHU_ConfirmedCases.data|Cache_Utah_UnitedStates.JHU_ConfirmedCases.missing|Cache_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Cache_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Cache_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Cache_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|37.0|0|0.0|0|0.0|0
0|2020-05-28|37.0|0|0.0|0|0.0|0
0|2020-05-29|37.0|0|0.0|0|0.0|0
0|2020-05-30|37.0|0|0.0|0|0.0|0
