|dates|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|274.0|0|22.0|0|0.0|0
0|2020-05-18|274.0|0|22.0|0|0.0|0
0|2020-05-19|275.0|0|22.0|0|0.0|0
0|2020-05-20|275.0|0|22.0|0|0.0|0
0|2020-05-21|287.0|0|22.0|0|0.0|0
0|2020-05-22|288.0|0|22.0|0|0.0|0
0|2020-05-23|288.0|0|22.0|0|0.0|0
