|dates|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|71.0|0|11.0|0|0.0|0
0|2020-05-28|71.0|0|11.0|0|0.0|0
0|2020-05-29|71.0|0|11.0|0|0.0|0
0|2020-05-30|71.0|0|11.0|0|0.0|0
