|dates|Marion_Iowa_UnitedStates.JHU_ConfirmedCases.data|Marion_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Marion_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|21.0|0|0.0|0|0.0|0
0|2020-05-18|22.0|0|0.0|0|0.0|0
0|2020-05-19|22.0|0|0.0|0|0.0|0
0|2020-05-20|24.0|0|0.0|0|0.0|0
0|2020-05-21|27.0|0|0.0|0|0.0|0
0|2020-05-22|28.0|0|0.0|0|0.0|0
0|2020-05-23|28.0|0|0.0|0|0.0|0
