|dates|Henry_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Henry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|0.0|0|0.0|0
0|2020-05-15|12.0|0|0.0|0|0.0|0
0|2020-05-16|12.0|0|0.0|0|0.0|0
