|dates|Bedford_Virginia_UnitedStates.JHU_ConfirmedCases.data|Bedford_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Bedford_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Bedford_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Bedford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Bedford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|40.0|0|1.0|0|0.0|0
0|2020-05-18|41.0|0|1.0|0|0.0|0
0|2020-05-19|41.0|0|1.0|0|0.0|0
0|2020-05-20|41.0|0|1.0|0|0.0|0
0|2020-05-21|41.0|0|1.0|0|0.0|0
0|2020-05-22|41.0|0|2.0|0|0.0|0
0|2020-05-23|41.0|0|2.0|0|0.0|0
