|dates|Livingston_Illinois_UnitedStates.JHU_ConfirmedCases.data|Livingston_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Livingston_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Livingston_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Livingston_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Livingston_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|31.0|0|2.0|0|0.0|0
0|2020-05-25|31.0|0|2.0|0|0.0|0
0|2020-05-26|31.0|0|2.0|0|0.0|0
