|dates|Bossier_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Bossier_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bossier_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|402.0|0|26.0|0|0.0|0
0|2020-05-28|402.0|0|26.0|0|0.0|0
0|2020-05-29|402.0|0|26.0|0|0.0|0
0|2020-05-30|402.0|0|26.0|0|0.0|0
