|dates|Ross_Ohio_UnitedStates.JHU_ConfirmedCases.data|Ross_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Ross_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Ross_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Ross_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Ross_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|56.0|0|1.0|0|0.0|0
0|2020-05-15|58.0|0|1.0|0|0.0|0
0|2020-05-16|58.0|0|1.0|0|0.0|0
