|dates|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|110.0|0|9.0|0|0.0|0
0|2020-05-15|111.0|0|9.0|0|0.0|0
0|2020-05-16|111.0|0|9.0|0|0.0|0
