|dates|Laurel_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Laurel_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Laurel_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Laurel_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Laurel_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Laurel_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|21.0|0|2.0|0|0.0|0
0|2020-05-28|21.0|0|2.0|0|0.0|0
0|2020-05-29|21.0|0|2.0|0|0.0|0
0|2020-05-30|21.0|0|2.0|0|0.0|0
