|dates|Bastrop_Texas_UnitedStates.JHU_ConfirmedCases.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bastrop_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bastrop_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|125.0|0|2.0|0|0.0|0
0|2020-05-15|128.0|0|2.0|0|0.0|0
0|2020-05-16|128.0|0|2.0|0|0.0|0
