|dates|Kleberg_Texas_UnitedStates.JHU_ConfirmedCases.data|Kleberg_Texas_UnitedStates.JHU_ConfirmedCases.missing|Kleberg_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Kleberg_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Kleberg_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Kleberg_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14.0|0|1.0|0|0.0|0
0|2020-05-18|14.0|0|1.0|0|0.0|0
0|2020-05-19|14.0|0|1.0|0|0.0|0
0|2020-05-20|14.0|0|1.0|0|0.0|0
0|2020-05-21|14.0|0|1.0|0|0.0|0
0|2020-05-22|14.0|0|1.0|0|0.0|0
0|2020-05-23|14.0|0|1.0|0|0.0|0
