|dates|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedCases.data|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedCases.missing|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|84.0|0|2.0|0|0.0|0
0|2020-05-18|84.0|0|2.0|0|0.0|0
0|2020-05-19|85.0|0|2.0|0|0.0|0
0|2020-05-20|85.0|0|2.0|0|0.0|0
0|2020-05-21|85.0|0|2.0|0|0.0|0
0|2020-05-22|85.0|0|2.0|0|0.0|0
0|2020-05-23|85.0|0|2.0|0|0.0|0
