|dates|Polk_Oregon_UnitedStates.JHU_ConfirmedCases.data|Polk_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Polk_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|98.0|0|10.0|0|0.0|0
0|2020-05-28|98.0|0|10.0|0|0.0|0
0|2020-05-29|98.0|0|10.0|0|0.0|0
0|2020-05-30|98.0|0|10.0|0|0.0|0
