|dates|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|40.0|0|3.0|0|0.0|0
0|2020-05-25|40.0|0|3.0|0|0.0|0
0|2020-05-26|40.0|0|3.0|0|0.0|0
