|dates|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedCases.data|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedCases.missing|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|53.0|0|8.0|0|0.0|0
0|2020-05-28|53.0|0|8.0|0|0.0|0
0|2020-05-29|53.0|0|8.0|0|0.0|0
0|2020-05-30|53.0|0|8.0|0|0.0|0
