|dates|Harvey_Kansas_UnitedStates.JHU_ConfirmedCases.data|Harvey_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Harvey_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Harvey_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Harvey_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Harvey_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|11.0|0|0.0|0|0.0|0
0|2020-05-25|11.0|0|0.0|0|0.0|0
0|2020-05-26|11.0|0|0.0|0|0.0|0
