|dates|Brookings_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Brookings_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Brookings_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Brookings_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Brookings_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Brookings_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|15.0|0|0.0|0|0.0|0
0|2020-05-28|15.0|0|0.0|0|0.0|0
0|2020-05-29|15.0|0|0.0|0|0.0|0
0|2020-05-30|15.0|0|0.0|0|0.0|0
